StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,prolific_id,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,Consequences,Consequences_3_TEXT,PROLIFIC_PID,counter,STUDY_ID,SESSION_ID
2023-06-20 12:55:44,2023-06-20 13:15:16,IP Address,50.5.181.137,100,1171,True,2023-06-20 13:15:20,R_2uK6pqhG57yk1lV,,,,,39.0235,-84.2083,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6290d34243e9347c40bac608,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"My main motivation is to have make the best financial choice, despite how poorly it reflects on my character. ",10,93,98,8,0,21,0,0,69,70,0,Yes,,6290d34243e9347c40bac608,6,6491644621d8d61e0314962d,6491937340a07fe918eeedc3
2023-06-20 13:05:12,2023-06-20 13:15:19,IP Address,100.34.26.160,100,607,True,2023-06-20 13:15:25,R_3EbSOBO9nqMynbZ,,,,,39.7007,-75.7419,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6414da4319877aa1e31c301b,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"If I felt like I were wronged I would be more likely to pay to have the other player lose some of their bonus. However if it we were both the lose the same amount it wasn't worth it, only if they would lose more than me because of their bad faith decision.",94,39,20,26,3,85,0,9,24,21,81,Yes,,6414da4319877aa1e31c301b,6,6491644621d8d61e0314964a,649195f2568ba5bc2f67a832
2023-06-20 12:24:43,2023-06-20 13:15:42,IP Address,68.194.20.231,100,3059,True,2023-06-20 13:15:44,R_1jIeA9d6mulTdmW,,,,,40.665,-73.9523,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,643600c7306e9c1f4a7fb1f5,"I would have £0.80, Player 2 would have £0.00","I would have £0.70, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.80, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £1.30, Player 1 would have £0.50, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,The calculations,49,70,35,57,45,46,62,45,49,55,41,Yes,,643600c7306e9c1f4a7fb1f5,6,6491644621d8d61e0314962f,64918c6bfaa782f18ed101dc
2023-06-20 13:03:09,2023-06-20 13:16:10,IP Address,174.240.250.232,100,781,True,2023-06-20 13:16:11,R_ZwtfsliRyh582Hv,,,,,41.8764,-87.6133,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60b97a3a8823dbdc946d8708,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,To see if people would retaliate if their bonus was reduced.,1,7,0,21,0,0,0,100,100,38,0,Yes,,60b97a3a8823dbdc946d8708,6,6491644621d8d61e0314962a,6491957577d3ebf6457953f7
2023-06-20 13:05:46,2023-06-20 13:16:26,IP Address,65.51.107.106,100,639,True,2023-06-20 13:16:27,R_2fXlJHsHHYTcjPb,,,,,40.9477,-74.0672,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63d7ab31b392696900786d31,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I wanted to maximize my own earnings and I thought it wouldn't be beneficial to pay to reduce the other player's bonus.,39,69,65,30,45,35,0,10,54,54,27,Yes,,63d7ab31b392696900786d31,6,6491644621d8d61e0314964b,64919586973011a0084dce7c
2023-06-20 13:07:11,2023-06-20 13:16:36,IP Address,107.9.225.83,100,565,True,2023-06-20 13:16:37,R_2SIurcMIET0Dg3f,,,,,38.0076,-85.6921,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,59cf062758b71700019882d4,"I would have £0.50, Player 2 would have £0.00","I would have £0.80, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.80, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.80, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I wanted to make it as even as possible if I was able to take and receive something, but I didn't feel the need to punish the other player by paying out money to not receive anything for myself in return.",89,52,47,88,29,25,0,0,57,49,0,Yes,,59cf062758b71700019882d4,6,6491644621d8d61e0314962d,6491966ac54c49a4e12706bf
2023-06-20 12:58:30,2023-06-20 13:16:55,IP Address,73.27.35.46,100,1105,True,2023-06-20 13:16:56,R_1Dp22ZjtJ7HXur6,,,,,26.9835,-82.1319,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62b369fdab5263ee3bb43c03,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I DIDNT WANT TO TAKE FROM OTHERS IF I HAD MORE,0,0,0,51,0,0,0,0,0,0,0,Other (please explain),not sure,62b369fdab5263ee3bb43c03,6,6491644621d8d61e03149628,6491945c3a4de2d15a7278d4
2023-06-20 13:01:03,2023-06-20 13:17:28,IP Address,98.208.84.233,100,985,True,2023-06-20 13:17:30,R_1GPlurkmk6YlF51,,,,,38.581,-121.4939,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5edd7f96ca05b8a8b4eebeb4,"I would have £0.70, Player 2 would have £0.00","I would have £0.50, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"my main motivation is to not take anything from anybody. Though some decisions were not fair, I believe that it's not worth having negative emotions over such a low amount of money.",2,0,9,22,24,22,1,1,77,8,4,No,,5edd7f96ca05b8a8b4eebeb4,6,6491644621d8d61e0314962b,649194ee9bdb1a636b12087d
2023-06-20 13:03:31,2023-06-20 13:17:43,IP Address,216.78.238.2,100,851,True,2023-06-20 13:17:44,R_ZgynUi8CoODjZ3X,,,,,33.058,-80.0101,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5a07a6af002e1800019d6aab,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I want to be fair to the other person.  I also want to punish people that I did not think was acting fair.,91,71,79,81,90,88,3,8,7,10,14,Yes,,5a07a6af002e1800019d6aab,6,6491644621d8d61e03149653,64919562346e85c319cb2116
2023-06-20 13:01:23,2023-06-20 13:17:49,IP Address,107.137.159.166,100,986,True,2023-06-20 13:17:50,R_575EQkkPipoUgzD,,,,,35.2316,-80.8428,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5e14d563c4e155ae93907ae1,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I wanted to maximize my own bonus, regardless of the other players' decisions. So I never chose to pay money to punish the other player, and I always chose to take money from the other player.",0,25,33,0,0,0,0,0,99,20,0,Yes,,5e14d563c4e155ae93907ae1,6,6491644621d8d61e03149628,64919298e650e6517d67a824
2023-06-20 13:08:15,2023-06-20 13:18:02,IP Address,184.59.4.23,100,586,True,2023-06-20 13:18:03,R_1MMMRBm4tlOq9YI,,,,,43.0818,-87.892,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5e28e8730fd86a0a19e084cd,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I wanted to maximize my bonus.,51,100,100,41,0,18,0,0,0,100,50,No,,5e28e8730fd86a0a19e084cd,6,6491644621d8d61e0314962b,649196a44113a71c9a3d9749
2023-06-20 12:59:55,2023-06-20 13:18:09,IP Address,184.4.83.216,100,1093,True,2023-06-20 13:18:11,R_27BFeXDWb5htWDd,,,,,37.2117,-93.299,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5f2a12f5837dd81e5881b7cc,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I wanted the maximum possible bonus.,0,0,0,0,0,0,0,0,0,94,0,Yes,,5f2a12f5837dd81e5881b7cc,6,6491644621d8d61e0314962b,649194944db0ebb0c583c2c5
2023-06-20 12:55:33,2023-06-20 13:18:38,IP Address,73.174.218.67,100,1384,True,2023-06-20 13:18:41,R_1o0SHt4grMM5uME,,,,,40.3469,-79.8689,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6419cedec2078147e5682474,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"I generally tried to maximize my bonus while also being fair and only ""punishing"" the other player when part of my bonus was taken.",62,74,72,47,66,68,0,0,7,15,50,No,,6419cedec2078147e5682474,6,6491644621d8d61e03149628,6491936af3a68b93c0b69f2d
2023-06-20 13:06:44,2023-06-20 13:18:42,IP Address,66.74.75.152,100,718,True,2023-06-20 13:18:43,R_UgNpbKLBKDjkvKN,,,,,33.7237,-116.3803,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56f0393f3f71990005d0e66d,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Not spending to punish so hopefully my bonus would be bigger.,20,98,100,37,6,10,0,2,87,71,10,Yes,,56f0393f3f71990005d0e66d,6,6491644621d8d61e0314962b,64919651224c9852d27b80b5
2023-06-20 13:06:13,2023-06-20 13:19:45,IP Address,66.190.168.178,100,812,True,2023-06-20 13:19:46,R_3F59bf0S2XtFfjN,,,,,34.5804,-84.9433,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5d649652adc4e8001a2d258d,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I tried to be fair for everyone.,0,0,0,100,100,0,0,0,100,0,0,Yes,,5d649652adc4e8001a2d258d,6,6491644621d8d61e03149629,6491962cbe99f31b4b4e439b
2023-06-20 13:07:17,2023-06-20 13:19:48,IP Address,209.74.122.229,100,750,True,2023-06-20 13:19:49,R_3JkIA4jiKvzN8Sq,,,,,42.4941,-85.2452,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62694f79608ed29b7af936b1,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,trying not to tke money away unless they took it from me im trying to be fair.,49,61,64,64,67,70,62,63,41,56,73,No,,62694f79608ed29b7af936b1,6,6491644621d8d61e03149629,649196668394a6a72caf7cde
