StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,YearsLivedCountry,PROLIFIC_PID,counter
2023-06-27 13:24:23,2023-06-27 13:30:23,IP Address,100,360,True,2023-06-27 13:30:29,R_2c7564vKAmp5fqA,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,636da58a0d76bbb9167dbf3e,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,4 - Neutral,4 - Neutral,6 - Somewhat favour,2 - Somewhat oppose,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,5,6,2,2,2,3,4,6,6,2,3,5,5,6,2,6,5,4,5,6,2,5,4,Slightly disagree,2,Strongly disagree,Somewhat agree,Neither agree nor disagree,Slightly agree,Somewhat agree,Somewhat agree,High School,3,2,6,72,52,,strawberries,39,636da58a0d76bbb9167dbf3e,8
2023-06-27 13:20:18,2023-06-27 13:30:32,IP Address,100,613,True,2023-06-27 13:30:33,R_DicIUHYKRytQQuZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6229fff149374541c22a95bf,6 - Somewhat favour,2 - Somewhat oppose,5 - Slightly favour,7 - Strongly favour,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,1 - Strongly oppose,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","90
|
|
100",2,6,Very accurate (7),2,5,Very inaccurate (1),5,2,3,Very accurate (7),Very inaccurate (1),Very inaccurate (1),4,5,5,5,3,5,6,2,4,Very inaccurate (1),5,4,Strongly disagree,3,Strongly agree,Slightly agree,Somewhat disagree,Strongly agree,Strongly agree,Slightly agree,Completed university,8,Strongly disagree (1),Strongly disagree (1),39,52,,Cereal,68,6229fff149374541c22a95bf,8
2023-06-27 13:19:28,2023-06-27 13:30:37,IP Address,100,668,True,2023-06-27 13:30:38,R_Y4UdpcrL8o55ajn,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60c75628113cc78734583d3b,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","90
|
|
100",6,Very accurate (7),5,Very inaccurate (1),Very accurate (7),Very inaccurate (1),3,Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),2,Very inaccurate (1),6,6,Very inaccurate (1),Very inaccurate (1),2,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,3,Strongly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Very strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Completed university,7,Strongly disagree (1),Strongly agree (7),50,52,,A bowl of cereal,63,60c75628113cc78734583d3b,8
2023-06-27 13:08:53,2023-06-27 13:31:11,IP Address,100,1338,True,2023-06-27 13:31:12,R_22lRRQi6TKFITyJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,637d58b9dd14dc68ba68920a,6 - Somewhat favour,6 - Somewhat favour,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",6,6,6,Very inaccurate (1),6,6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),6,Very inaccurate (1),6,6,Very inaccurate (1),Very inaccurate (1),4,6,Very inaccurate (1),4,Very inaccurate (1),6,4,Strongly agree,4,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Masters degree,7,Strongly disagree (1),Strongly agree (7),9,52,,tea,49,637d58b9dd14dc68ba68920a,8
2023-06-27 13:23:27,2023-06-27 13:31:34,IP Address,100,487,True,2023-06-27 13:31:35,R_BYqWtHkpvx4mwCt,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6446db24e52b65559874f4f6,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",2,Very accurate (7),3,4,6,2,3,2,2,5,5,4,Very inaccurate (1),6,4,3,2,Very inaccurate (1),5,3,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat agree,Strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Strongly disagree,Completed university,3,3,Strongly agree (7),0,52,,a protein bar,27,6446db24e52b65559874f4f6,8
2023-06-27 13:24:11,2023-06-27 13:32:02,IP Address,100,471,True,2023-06-27 13:32:03,R_3P77jnfrBMPpbLP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f402eb4fbd8df145068b805,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),Very accurate (7),4,Very inaccurate (1),6,Very inaccurate (1),4,2,2,6,2,4,Very inaccurate (1),6,6,2,6,Very inaccurate (1),6,Very inaccurate (1),3,4,5,2,Neutral,1 - Not at all religious,Somewhat agree,Neither agree nor disagree,Very strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Diploma / other professional certificate,4,Strongly disagree (1),Strongly agree (7),39,52,,Nothing,62,5f402eb4fbd8df145068b805,8
2023-06-27 13:08:20,2023-06-27 13:32:07,IP Address,100,1427,True,2023-06-27 13:32:08,R_2CsvNGNADIb9Qg4,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5ec00f62cf12be40ea6fe344,6 - Somewhat favour,6 - Somewhat favour,7 - Strongly favour,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,4 - Neutral,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",3,6,6,4,5,Very inaccurate (1),2,3,2,5,4,Very inaccurate (1),3,6,3,5,2,4,6,3,2,Very inaccurate (1),4,2,Neutral,4,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Diploma / other professional certificate,4,3,5,66,52,,I have not had breakfast this morning yet but plan to eat some scrambled eggs with a side of strawberries.,48,5ec00f62cf12be40ea6fe344,8
2023-06-27 13:24:53,2023-06-27 13:32:45,IP Address,100,471,True,2023-06-27 13:32:45,R_SH3aQjlowitkltT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,643bd8390dc7e4b22596d52b,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),4,3,Very inaccurate (1),Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),4,4,3,5,Very inaccurate (1),4,2,Very inaccurate (1),5,3,Very inaccurate (1),Neutral,1 - Not at all religious,Strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Slightly agree,Strongly disagree,PhD or equivalent,7,6,Strongly agree (7),16,52,,nothing yet!,40,643bd8390dc7e4b22596d52b,8
2023-06-27 13:16:01,2023-06-27 13:33:31,IP Address,100,1049,True,2023-06-27 13:33:32,R_1eQOhUQyRqQuEXa,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c2fcd716ea6880001dc8e3d,1 - Strongly oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,1 - Strongly oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","81
|
|
69","85
|
|
85","93
|
|
63","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","99
|
|
56",4,6,6,2,5,3,4,2,4,6,2,5,3,6,5,3,4,4,4,2,4,2,4,5,Strongly agree,4,Slightly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,High School,4,3,4,13,52,,"Two scrambled eggs, a home made bagel with butter, and coffee to drink",60,5c2fcd716ea6880001dc8e3d,8
2023-06-27 13:26:47,2023-06-27 13:33:42,IP Address,100,415,True,2023-06-27 13:33:43,R_2VEiR71qS7GJ9pp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f4738bfa043201203a27b4b,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","91
|
|
94",2,Very accurate (7),6,5,6,Very inaccurate (1),5,2,2,6,3,4,2,6,3,5,2,3,5,2,2,5,4,4,Strongly disagree,1 - Not at all religious,Strongly agree,Strongly disagree,Very strongly disagree,Very strongly agree,Strongly disagree,Strongly disagree,Completed university,6,5,Strongly agree (7),0,52,,I haven't eaten yet this morning -- but I'll have eggs later,38,5f4738bfa043201203a27b4b,8
2023-06-27 13:26:18,2023-06-27 13:34:11,IP Address,100,472,True,2023-06-27 13:34:12,R_1LIItbcFNglHp1b,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e34325430e5263f0bebb32d,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),6,Very inaccurate (1),3,Very inaccurate (1),Very inaccurate (1),6,2,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Very strongly disagree,Completed university,3,Strongly disagree (1),Strongly agree (7),21,52,,Espresso and pop tart,68,5e34325430e5263f0bebb32d,8
2023-06-27 13:25:19,2023-06-27 13:34:38,IP Address,100,559,True,2023-06-27 13:34:39,R_z68QdjKvGsFcEWB,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e69d0627b06f2033bb0fda7,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","88
|
|
63","85
|
|
85","81
|
|
81","100
|
|
90","88
|
|
78","93
|
|
93","85
|
|
85","94
|
|
91","88
|
|
63","100
|
|
90","93
|
|
88",Very inaccurate (1),Very accurate (7),2,6,Very accurate (7),Very inaccurate (1),2,Very inaccurate (1),2,Very accurate (7),2,6,Very inaccurate (1),Very accurate (7),3,5,2,5,Very accurate (7),Very inaccurate (1),Very inaccurate (1),4,2,5,Strongly disagree,4,Strongly disagree,Slightly disagree,Strongly disagree,Very strongly agree,Neither agree nor disagree,Strongly agree,Completed university,6,Strongly disagree (1),Strongly agree (7),8,52,,"Nothing, I don't typically eat breakfast.",27,5e69d0627b06f2033bb0fda7,8
2023-06-27 13:25:21,2023-06-27 13:34:56,IP Address,100,574,True,2023-06-27 13:34:57,R_1l6ItLzyEMAfZJd,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5dcea7314d51e4107516c80d,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","95
|
|
85","100
|
|
70","100
|
|
90","75
|
|
75","93
|
|
93","94
|
|
81",Very inaccurate (1),Very accurate (7),2,4,Very accurate (7),Very inaccurate (1),5,2,Very inaccurate (1),5,Very inaccurate (1),4,Very inaccurate (1),6,4,5,3,Very inaccurate (1),6,2,2,2,2,4,Strongly disagree,1 - Not at all religious,Strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Strongly disagree,Completed university,6,Strongly disagree (1),6,9,52,,Just coffee,54,5dcea7314d51e4107516c80d,8
2023-06-27 13:24:09,2023-06-27 13:35:33,IP Address,100,684,True,2023-06-27 13:35:34,R_WuPt7lrRfyxvGEh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62740cf8e39eba1055ef571b,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),Very accurate (7),Very accurate (7),5,Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),4,Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Strongly agree,3,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Completed university,6,Strongly disagree (1),Strongly agree (7),50,52,,Nothing,29,62740cf8e39eba1055ef571b,8
2023-06-27 13:19:28,2023-06-27 13:35:48,IP Address,100,979,True,2023-06-27 13:35:49,R_12ElM1BALv3V0nE,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63e42833b46647e4119fbcb9,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
15",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",5,6,Very accurate (7),2,Very accurate (7),Very accurate (7),3,5,Very inaccurate (1),Very accurate (7),3,Very accurate (7),3,6,Very accurate (7),5,4,6,3,3,3,Very accurate (7),6,6,Somewhat agree,3,Strongly agree,Very strongly agree,Strongly agree,Somewhat disagree,Slightly agree,Strongly agree,Masters degree,5,2,3,68,52,,Rice,45,63e42833b46647e4119fbcb9,8
2023-06-27 13:29:54,2023-06-27 13:36:13,IP Address,100,378,True,2023-06-27 13:36:14,R_2TyLIewjzQfCZ8y,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d3695969749cc00165c222f,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","90
|
|
100",Very inaccurate (1),5,5,2,6,2,Very accurate (7),5,2,5,5,2,2,5,6,2,5,Very inaccurate (1),Very accurate (7),5,3,2,Very inaccurate (1),2,Strongly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Very strongly disagree,Slightly agree,Strongly agree,Very strongly disagree,High School,3,2,6,61,52,,a muffin and donut,27,5d3695969749cc00165c222f,8
2023-06-27 13:31:09,2023-06-27 13:37:18,IP Address,100,368,True,2023-06-27 13:37:19,R_3HZBI3QFGd1iBJr,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,64402f7ad3d019dc99b9f3f0,5 - Slightly favour,5 - Slightly favour,4 - Neutral,4 - Neutral,5 - Slightly favour,5 - Slightly favour,4 - Neutral,4 - Neutral,"85
|
|
85","98
|
|
46","85
|
|
85","76
|
|
36","88
|
|
63","85
|
|
85","81
|
|
81","96
|
|
94","88
|
|
78","98
|
|
78","85
|
|
85","94
|
|
91","88
|
|
63","96
|
|
91","94
|
|
81",4,4,4,Very inaccurate (1),5,4,2,2,Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,5,3,5,Very inaccurate (1),2,4,4,2,4,Very inaccurate (1),4,2,Neutral,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,High School,6,3,5,67,52,,eggs,22,64402f7ad3d019dc99b9f3f0,8
2023-06-27 13:24:42,2023-06-27 13:37:39,IP Address,100,776,True,2023-06-27 13:37:40,R_Q4jYZ85XOSvRW4p,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60a7c4434b322876925afaa3,5 - Slightly favour,5 - Slightly favour,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,6 - Somewhat favour,5 - Slightly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,5,6,Very inaccurate (1),2,Very inaccurate (1),4,3,3,6,Very inaccurate (1),4,5,4,Very accurate (7),Very inaccurate (1),6,4,5,3,2,Very inaccurate (1),5,4,Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Very strongly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Completed university,6,2,4,43,52,,nothing,74,60a7c4434b322876925afaa3,8
2023-06-27 13:24:52,2023-06-27 13:38:10,IP Address,100,798,True,2023-06-27 13:38:11,R_1pGTaBL9UlFfXiJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6102dacce29b57b1e268c13a,5 - Slightly favour,5 - Slightly favour,4 - Neutral,3 - Slightly oppose,5 - Slightly favour,4 - Neutral,3 - Slightly oppose,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,Very accurate (7),5,2,6,2,2,Very inaccurate (1),Very inaccurate (1),5,4,Very inaccurate (1),2,Very accurate (7),5,3,5,4,4,2,Very inaccurate (1),4,4,5,Somewhat agree,5 - Very religious,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Slightly disagree,Strongly agree,Completed university,6,2,4,62,52,,Oatmeal,23,6102dacce29b57b1e268c13a,8
2023-06-27 13:30:50,2023-06-27 13:38:18,IP Address,100,447,True,2023-06-27 13:38:19,R_2zTFX3u5kv4h3NP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,638371bc3a1d7da12422ea22,2 - Somewhat oppose,2 - Somewhat oppose,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",3,6,4,2,4,2,4,2,4,5,3,2,4,6,6,2,6,Very inaccurate (1),6,2,4,4,4,Very inaccurate (1),Strongly agree,4,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Masters degree,4,2,5,83,52,,nothing,66,638371bc3a1d7da12422ea22,8
2023-06-27 13:13:26,2023-06-27 13:38:38,IP Address,100,1511,True,2023-06-27 13:38:39,R_10N2pgxMYhH8tUp,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5feb65120b1a44738e27ae4f,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,"85
|
|
50","94
|
|
37","59
|
|
96","68
|
|
58","81
|
|
69","91
|
|
72","89
|
|
69","93
|
|
98","69
|
|
89","93
|
|
93","74
|
|
96","88
|
|
93","75
|
|
75","78
|
|
98","100
|
|
50",2,4,6,3,6,2,Very inaccurate (1),2,6,6,2,Very inaccurate (1),2,2,3,5,2,3,Very accurate (7),3,6,2,2,3,Strongly disagree,1 - Not at all religious,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Completed university,3,2,2,0,52,,I had some waffles for breakfast.,35,5feb65120b1a44738e27ae4f,8
2023-06-27 13:23:27,2023-06-27 13:38:41,IP Address,100,913,True,2023-06-27 13:38:42,R_2qfy7qV2N5uDjzJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63bc87f783afb5aed2c937d2,1 - Strongly oppose,1 - Strongly oppose,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,1 - Strongly oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","75
|
|
75","85
|
|
85","85
|
|
75","100
|
|
90","100
|
|
70","100
|
|
70","85
|
|
85","100
|
|
90","81
|
|
69","100
|
|
90","95
|
|
75",4,6,6,2,6,Very inaccurate (1),5,3,2,5,Very inaccurate (1),5,Very inaccurate (1),5,6,3,5,Very inaccurate (1),Very accurate (7),3,5,Very inaccurate (1),2,Very inaccurate (1),Slightly agree,3,Somewhat disagree,Slightly agree,Somewhat disagree,Very strongly agree,Strongly agree,Slightly agree,High School,4,Strongly disagree (1),5,80,52,,I did not have breakfast.,25,63bc87f783afb5aed2c937d2,8
2023-06-27 13:26:25,2023-06-27 13:39:02,IP Address,100,757,True,2023-06-27 13:39:03,R_1FaAdLvoWRL21JT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6447e654bd6048df347afcc2,4 - Neutral,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,3 - Slightly oppose,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,"85
|
|
85","89
|
|
24","85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",2,Very accurate (7),6,Very inaccurate (1),5,4,5,4,2,6,Very inaccurate (1),4,2,Very accurate (7),6,2,6,4,5,5,3,Very inaccurate (1),2,5,Neutral,3,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,High School,7,3,5,54,52,,coffee,60,6447e654bd6048df347afcc2,8
2023-06-27 13:21:03,2023-06-27 13:39:07,IP Address,100,1083,True,2023-06-27 13:39:07,R_w4MoyfOFaBVginT,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d4e212b81ca1c001b21672c,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),6,2,6,5,2,3,5,4,Very inaccurate (1),4,5,Very inaccurate (1),Very accurate (7),Very inaccurate (1),6,3,Very inaccurate (1),5,6,Very inaccurate (1),Somewhat agree,4,Strongly agree,Very strongly disagree,Very strongly disagree,Neither agree nor disagree,Strongly agree,Very strongly disagree,Completed university,3,Strongly disagree (1),6,17,52,,sausage,77,5d4e212b81ca1c001b21672c,8
2023-06-27 13:31:03,2023-06-27 13:39:21,IP Address,100,497,True,2023-06-27 13:39:21,R_UAwJQZ9xFTyZGjD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d4b1c73cfe6e90017ad8990,1 - Strongly oppose,3 - Slightly oppose,2 - Somewhat oppose,6 - Somewhat favour,3 - Slightly oppose,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
33","89
|
|
24","68
|
|
93","54
|
|
89","88
|
|
63","93
|
|
68","100
|
|
50","98
|
|
93","75
|
|
85","93
|
|
93","70
|
|
100","69
|
|
96","94
|
|
56","78
|
|
98","99
|
|
56",2,3,3,Very accurate (7),5,6,3,Very accurate (7),2,6,4,4,Very inaccurate (1),5,Very inaccurate (1),6,6,3,5,4,5,4,6,4,Strongly agree,5 - Very religious,Slightly agree,Slightly agree,Somewhat agree,Slightly disagree,Very strongly disagree,Somewhat agree,Completed university,3,4,5,73,52,,pancakes,27,5d4b1c73cfe6e90017ad8990,8
