StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,PROLIFIC_PID,counter
2022-12-05 10:15:43,2022-12-05 10:25:05,IP Address,100,561,True,2022-12-05 10:25:05,R_25ttGTEVIyMj2CC,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c5721c7fcbb880001fcff31,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","88
|
|
63","94
|
|
63","89
|
|
69","100
|
|
90","94
|
|
74","95
|
|
85","85
|
|
85","75
|
|
95","75
|
|
75","100
|
|
90","90
|
|
100",2,6,5,2,4,Very inaccurate (1),4,2,2,6,2,3,2,6,6,Very inaccurate (1),6,2,4,2,2,2,4,5,Strongly disagree,1 - Not at all religious,Strongly agree,Strongly disagree,Very strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Masters degree,5,2,6,52,52,,porridge,5c5721c7fcbb880001fcff31,8
2022-12-05 10:19:15,2022-12-05 10:25:19,IP Address,100,364,True,2022-12-05 10:25:20,R_3elYkzEnrFPqvzg,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5acceb75a3ba7a0001b50612,4 - Neutral,4 - Neutral,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",Very inaccurate (1),Very accurate (7),3,3,2,Very inaccurate (1),4,2,3,6,2,4,Very accurate (7),6,3,5,3,4,6,2,5,4,Very inaccurate (1),4,Neutral,2,Strongly disagree,Slightly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Slightly agree,Completed university,5,2,2,61,52,,Cereal,5acceb75a3ba7a0001b50612,8
2022-12-05 10:19:46,2022-12-05 10:25:41,IP Address,100,354,True,2022-12-05 10:25:41,R_PAo4t7x6gkSLHH3,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5836f2421bf4040001eb6a36,4 - Neutral,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,4 - Neutral,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","93
|
|
88",2,5,5,2,4,2,4,4,2,5,2,2,4,4,5,2,5,2,5,3,Very inaccurate (1),2,4,3,Neutral,3,Slightly agree,Very strongly disagree,Very strongly disagree,Somewhat agree,Strongly agree,Very strongly disagree,Completed university,9,2,5,39,52,,granola,5836f2421bf4040001eb6a36,8
2022-12-05 10:11:15,2022-12-05 10:25:50,IP Address,100,874,True,2022-12-05 10:25:50,R_2335EqfzA2wAu8D,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63469dea28db787106cf354c,2 - Somewhat oppose,2 - Somewhat oppose,2 - Somewhat oppose,5 - Slightly favour,4 - Neutral,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),6,3,2,5,2,Very accurate (7),2,2,5,Very inaccurate (1),2,3,6,5,5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),4,3,Very inaccurate (1),Very inaccurate (1),3,Strongly disagree,1 - Not at all religious,Slightly agree,Slightly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Masters degree,2,4,6,48,52,,Waffles,63469dea28db787106cf354c,8
2022-12-05 10:12:48,2022-12-05 10:26:14,IP Address,100,806,True,2022-12-05 10:26:14,R_30o8EilQtxpmS7S,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5a6725d4c0d836000107f6e7,1 - Strongly oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85","98
|
|
46","85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","91
|
|
94",6,Very accurate (7),6,Very inaccurate (1),6,Very inaccurate (1),2,Very inaccurate (1),2,6,Very inaccurate (1),2,Very inaccurate (1),Very accurate (7),6,2,5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),Very accurate (7),2,Slightly agree,4,Slightly agree,Slightly agree,Somewhat disagree,Strongly agree,Slightly agree,Neither agree nor disagree,High School,3,2,6,22,52,,I had toast and cheese with a cup of tea,5a6725d4c0d836000107f6e7,8
2022-12-05 10:15:03,2022-12-05 10:26:40,IP Address,100,697,True,2022-12-05 10:26:41,R_5tkCNs1z2fWKRqh,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e54367e80cd0944205b27f9,5 - Slightly favour,4 - Neutral,3 - Slightly oppose,7 - Strongly favour,3 - Slightly oppose,3 - Slightly oppose,2 - Somewhat oppose,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",Very inaccurate (1),6,Very inaccurate (1),6,4,3,2,3,3,5,4,5,2,6,5,6,2,2,6,4,6,6,4,5,Somewhat disagree,1 - Not at all religious,Somewhat disagree,Strongly agree,Strongly disagree,Very strongly agree,Very strongly disagree,Very strongly agree,High School,3,5,Strongly agree (7),50,52,,Toast,5e54367e80cd0944205b27f9,8
2022-12-05 10:07:50,2022-12-05 10:27:36,IP Address,100,1185,True,2022-12-05 10:27:36,R_C2I3Lerq8y5w9Gx,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5a00e6da120fb300019480b3,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","96
|
|
94","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",4,5,4,3,4,4,3,3,4,5,3,5,5,4,5,4,4,2,4,3,3,4,4,3,Neutral,4,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Completed university,6,3,5,76,52,,porridge,5a00e6da120fb300019480b3,8
2022-12-05 10:12:59,2022-12-05 10:28:08,IP Address,100,909,True,2022-12-05 10:28:08,R_22z6D7W8mApYss9,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e762510b2dbac0009c68dd7,4 - Neutral,1 - Strongly oppose,7 - Strongly favour,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","95
|
|
85","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","94
|
|
81",Very inaccurate (1),5,4,Very inaccurate (1),5,Very inaccurate (1),4,Very inaccurate (1),4,5,2,Very inaccurate (1),Very inaccurate (1),4,5,2,5,Very inaccurate (1),5,Very inaccurate (1),3,2,5,3,Strongly agree,5 - Very religious,Very strongly disagree,Somewhat disagree,Very strongly agree,Very strongly disagree,Somewhat disagree,Slightly agree,PhD or equivalent,6,Strongly disagree (1),6,50,52,,Bran Flakes and Hot Cacao,5e762510b2dbac0009c68dd7,8
2022-12-05 10:09:35,2022-12-05 10:28:53,IP Address,100,1158,True,2022-12-05 10:28:53,R_31vbHxEByOaP0jA,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d48673efef71c0016d8bf40,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,6 - Somewhat favour,5 - Slightly favour,2 - Somewhat oppose,3 - Slightly oppose,"85
|
|
33","91
|
|
28","85
|
|
85","81
|
|
26","100
|
|
50","94
|
|
63","96
|
|
56","100
|
|
90","100
|
|
70","96
|
|
81","96
|
|
74","100
|
|
90","100
|
|
50","96
|
|
91","99
|
|
56",Very inaccurate (1),4,2,6,Very accurate (7),3,Very inaccurate (1),4,6,Very accurate (7),2,4,Very inaccurate (1),2,2,3,2,6,3,3,6,6,Very inaccurate (1),6,Strongly disagree,1 - Not at all religious,Very strongly disagree,Strongly agree,Slightly agree,Somewhat agree,Strongly disagree,Very strongly agree,High School,3,4,3,68,52,,toast,5d48673efef71c0016d8bf40,8
2022-12-05 10:18:42,2022-12-05 10:29:45,IP Address,100,662,True,2022-12-05 10:29:45,R_2z8YUvOp9DpmEzv,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e53f449f20efd3f74986160,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"50
|
|
100","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),6,Very accurate (7),Very inaccurate (1),6,Very inaccurate (1),Very accurate (7),2,2,5,6,4,2,Very accurate (7),3,2,Very inaccurate (1),Very inaccurate (1),6,2,3,3,Very inaccurate (1),Very inaccurate (1),Somewhat disagree,1 - Not at all religious,Strongly agree,Strongly disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Slightly disagree,High School,2,2,5,26,52,,Scrambled eggs x 3 with tomato ketchup,5e53f449f20efd3f74986160,8
2022-12-05 10:08:05,2022-12-05 10:30:25,IP Address,100,1340,True,2022-12-05 10:30:26,R_PFH7NdRKU9sogGR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5eb59589076e4745250148ed,4 - Neutral,1 - Strongly oppose,7 - Strongly favour,2 - Somewhat oppose,5 - Slightly favour,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","81
|
|
26","94
|
|
56","94
|
|
63","93
|
|
63","100
|
|
90","100
|
|
70","99
|
|
74","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","93
|
|
88",5,Very accurate (7),2,Very inaccurate (1),6,Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very accurate (7),2,Very accurate (7),2,4,Very inaccurate (1),2,2,5,3,Neutral,3,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Masters degree,8,3,6,77,52,,Toast and coffee,5eb59589076e4745250148ed,8
2022-12-05 10:21:21,2022-12-05 10:30:53,IP Address,100,571,True,2022-12-05 10:30:54,R_cZ7TrhWhn52psBz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62bb9d0e68505686f46178b0,4 - Neutral,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,3 - Slightly oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","88
|
|
63","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","81
|
|
69","93
|
|
93","90
|
|
100",3,6,4,2,6,4,5,4,5,Very accurate (7),5,6,4,5,5,5,4,4,5,2,3,3,6,5,Somewhat disagree,2,Slightly disagree,Slightly disagree,Somewhat disagree,Very strongly agree,Slightly disagree,Somewhat agree,Diploma / other professional certificate,6,6,5,8,52,,porridge,62bb9d0e68505686f46178b0,8
2022-12-05 10:20:12,2022-12-05 10:31:04,IP Address,100,651,True,2022-12-05 10:31:04,R_1rGi6x2GdyA1n9D,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,57de9b670cb6700001dd7c9f,4 - Neutral,4 - Neutral,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,4 - Neutral,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","100
|
|
70","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","94
|
|
81",Very inaccurate (1),6,Very inaccurate (1),Very inaccurate (1),Very accurate (7),2,Very inaccurate (1),Very inaccurate (1),2,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,5,2,6,2,Very inaccurate (1),Very inaccurate (1),4,Very inaccurate (1),4,Very inaccurate (1),Somewhat agree,4,Somewhat disagree,Slightly agree,Somewhat agree,Slightly agree,Strongly disagree,Strongly agree,Masters degree,6,2,3,50,52,,Eggs,57de9b670cb6700001dd7c9f,8
2022-12-05 10:21:31,2022-12-05 10:32:07,IP Address,100,635,True,2022-12-05 10:32:07,R_1qdDddPonkd704p,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6044bd895068a35321a661da,5 - Slightly favour,3 - Slightly oppose,3 - Slightly oppose,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,4 - Neutral,"85
|
|
68","98
|
|
46","81
|
|
87","63
|
|
68","63
|
|
88","93
|
|
68","93
|
|
63","93
|
|
98","100
|
|
70","95
|
|
85","100
|
|
70","100
|
|
90","81
|
|
69","93
|
|
93","99
|
|
56",3,6,6,2,5,4,5,2,4,6,2,5,2,6,5,5,5,5,5,3,3,3,4,4,Slightly agree,2,Slightly disagree,Neither agree nor disagree,Slightly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Completed university,4,5,5,22,52,,Jam on toast.,6044bd895068a35321a661da,8
2022-12-05 10:24:42,2022-12-05 10:32:21,IP Address,100,459,True,2022-12-05 10:32:21,R_BFGqHzuonPxkEcF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5cb9bdde3eb01800129f81d7,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",3,Very accurate (7),4,Very inaccurate (1),6,Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,6,Very inaccurate (1),Very accurate (7),Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),2,3,4,Somewhat agree,4,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Completed university,6,Strongly disagree (1),Strongly agree (7),21,52,,cereal,5cb9bdde3eb01800129f81d7,8
2022-12-05 10:24:43,2022-12-05 10:32:26,IP Address,100,462,True,2022-12-05 10:32:26,R_1ikB0xTKB4OB5lM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6319ff72af53b37ab8e07aa3,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","75
|
|
75","85
|
|
85","100
|
|
50","95
|
|
95","100
|
|
70","95
|
|
85","100
|
|
70","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",3,Very accurate (7),5,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),2,6,3,Very accurate (7),3,4,3,Very inaccurate (1),4,Very inaccurate (1),3,Very inaccurate (1),4,Very inaccurate (1),Neutral,1 - Not at all religious,Somewhat agree,Strongly disagree,Very strongly disagree,Very strongly agree,Slightly disagree,Strongly agree,Completed university,6,Strongly agree (7),Strongly agree (7),33,52,,Cereal,6319ff72af53b37ab8e07aa3,8
2022-12-05 10:27:26,2022-12-05 10:32:37,IP Address,100,310,True,2022-12-05 10:32:37,R_3ND3MMDNerkDMGj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5422ae1afdf99b328c91b203,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",6,Very accurate (7),2,2,5,Very inaccurate (1),2,Very inaccurate (1),3,5,4,4,3,Very accurate (7),4,2,4,2,2,Very inaccurate (1),4,3,6,2,Strongly disagree,1 - Not at all religious,Strongly agree,Strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Somewhat disagree,Completed university,7,Strongly agree (7),Strongly agree (7),14,52,,Toast with butter and jam,5422ae1afdf99b328c91b203,8
2022-12-05 10:19:37,2022-12-05 10:33:00,IP Address,100,802,True,2022-12-05 10:33:00,R_3Gs9RvIctQD7CeL,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5ca67299253fd60016d25449,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85","98
|
|
46","81
|
|
87","63
|
|
68","75
|
|
75","87
|
|
81","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","89
|
|
94","93
|
|
88",4,5,5,4,5,4,3,4,3,4,4,5,3,5,4,2,3,Very inaccurate (1),3,Very inaccurate (1),2,2,5,2,Somewhat disagree,2,Slightly agree,Somewhat disagree,Very strongly disagree,Strongly agree,Very strongly agree,Neither agree nor disagree,Masters degree,5,6,6,3,52,,Toast,5ca67299253fd60016d25449,8
2022-12-05 10:26:14,2022-12-05 10:33:25,IP Address,100,430,True,2022-12-05 10:33:25,R_1Fs2DofwORbCztV,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,627a737021c18e4a5c7875b0,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","70
|
|
100","90
|
|
100",2,3,6,5,4,4,3,5,4,6,4,4,3,5,3,3,3,2,4,6,5,Very inaccurate (1),4,4,Strongly disagree,1 - Not at all religious,Slightly agree,Strongly agree,Very strongly disagree,Very strongly agree,Slightly disagree,Somewhat agree,Completed university,6,Strongly agree (7),Strongly agree (7),0,52,,Fried eggs on toast,627a737021c18e4a5c7875b0,8
2022-12-05 10:24:50,2022-12-05 10:33:25,IP Address,100,514,True,2022-12-05 10:33:26,R_3J9uXzCpivhALSG,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c94d745f6a32b0015d323e8,6 - Somewhat favour,1 - Strongly oppose,4 - Neutral,5 - Slightly favour,6 - Somewhat favour,5 - Slightly favour,3 - Slightly oppose,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","75
|
|
75","100
|
|
50","85
|
|
75","95
|
|
95","100
|
|
70","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",Very inaccurate (1),6,2,5,3,2,6,2,Very accurate (7),5,3,2,6,6,5,5,3,3,Very accurate (7),3,Very accurate (7),6,2,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Slightly agree,High School,4,2,4,72,52,,nothing,5c94d745f6a32b0015d323e8,8
2022-12-05 10:27:37,2022-12-05 10:34:41,IP Address,100,423,True,2022-12-05 10:34:41,R_1Eg4XY3mCNKXlBL,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f9a81bdf0617319407b124c,2 - Somewhat oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,3 - Slightly oppose,3 - Slightly oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","100
|
|
50","85
|
|
85","93
|
|
63","100
|
|
90","100
|
|
70","90
|
|
100","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","90
|
|
100",3,6,4,5,6,Very inaccurate (1),3,2,Very inaccurate (1),6,2,4,Very inaccurate (1),6,2,5,3,4,4,2,2,Very inaccurate (1),2,4,Strongly disagree,1 - Not at all religious,Strongly agree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Neither agree nor disagree,Masters degree,6,3,5,36,52,,toast,5f9a81bdf0617319407b124c,8
2022-12-05 10:26:59,2022-12-05 10:34:52,IP Address,100,472,True,2022-12-05 10:34:52,R_xtl1y1RYmhX1E3v,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5a046d655d06850001aff42b,4 - Neutral,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,6 - Somewhat favour,5 - Slightly favour,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",2,Very accurate (7),5,3,2,Very inaccurate (1),4,2,6,6,4,4,6,5,4,5,5,Very inaccurate (1),6,Very inaccurate (1),5,2,5,2,Strongly agree,3,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Somewhat agree,Strongly disagree,Diploma / other professional certificate,6,Strongly disagree (1),6,17,52,,porridge,5a046d655d06850001aff42b,8
2022-12-05 10:17:35,2022-12-05 10:34:53,IP Address,100,1037,True,2022-12-05 10:34:53,R_3G2PkhKohNLT0Vu,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5f4380bb7ca9ca5ca407fc04,3 - Slightly oppose,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",3,Very accurate (7),5,Very inaccurate (1),2,Very inaccurate (1),2,Very inaccurate (1),3,4,Very inaccurate (1),Very inaccurate (1),3,5,5,2,3,Very inaccurate (1),4,Very inaccurate (1),4,Very inaccurate (1),3,4,Neutral,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,High School,7,3,6,50,52,,cereal.,5f4380bb7ca9ca5ca407fc04,8
2022-12-05 10:26:10,2022-12-05 10:34:58,IP Address,100,528,True,2022-12-05 10:34:59,R_3GwdUaMpkBZqQiU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c7a7216f1bfcf000154f907,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85","96
|
|
41","85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",4,6,3,4,5,3,6,4,4,4,3,4,2,5,4,3,2,4,4,3,4,4,3,4,Somewhat agree,3,Strongly agree,Slightly disagree,Strongly disagree,Strongly agree,Somewhat agree,Slightly agree,Completed university,6,4,6,39,52,,Oats,5c7a7216f1bfcf000154f907,8
2022-12-05 10:25:33,2022-12-05 10:35:13,IP Address,100,579,True,2022-12-05 10:35:13,R_SGHigE4ChRPSdd7,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e2f291e81f6df4e781294ed,5 - Slightly favour,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,5 - Slightly favour,4 - Neutral,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","100
|
|
70","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",2,6,5,2,2,2,6,2,5,6,2,3,5,6,4,3,4,2,6,2,5,2,2,2,Somewhat disagree,2,Somewhat disagree,Slightly disagree,Strongly disagree,Strongly agree,Somewhat agree,Slightly disagree,High School,7,2,5,42,52,,Oats,5e2f291e81f6df4e781294ed,8
2022-12-05 10:29:02,2022-12-05 10:35:14,IP Address,100,372,True,2022-12-05 10:35:15,R_3lXJUCVc1ep9oKN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62989bceb016ff21a7781346,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,4,3,3,5,5,4,4,Very inaccurate (1),4,5,5,6,4,5,3,5,3,4,4,Very inaccurate (1),4,5,4,Somewhat disagree,2,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Masters degree,6,3,2,80,52,,Nothing,62989bceb016ff21a7781346,8
