ID,ProlificApprovals,FluentLanguages,Age,Gender,Ethnicity,CountryBirth,CountryResidence,Nationality,Language,Student,Employment,StartDate_Part1,EndDate_Part1,Progress_Part1,DurationSeconds_Part1,Finished_Part1,RecordedDate_Part1,Consent1_Part1,Consent2_Part1,Consent3_Part1,Consent4_Part1,Consent5_Part1,Consent6_Part1,Consent7_Part1,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,DecisionConsequences,DecisionConsequences_Text,StartDate_Part2,EndDate_Part2,Progress_Part2,DurationSeconds_Part2,Finished_Part2,RecordedDate_Part2,Consent1_Part2,Consent2_Part2,Consent3_Part2,Consent4_Part2,Consent5_Part2,Consent6_Part2,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast
454,923,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,2022-11-28T09:04:23Z,2022-11-28T09:14:32Z,100,609,TRUE,2022-11-28T09:14:33Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,I wanted both of us to gain the most bonus possible,0,0,0,50,61,0,0,0,100,0,0,No,NA,2022-12-05T11:28:00Z,2022-12-05T11:41:00Z,100,819,TRUE,2022-12-05T11:41:00Z,Yes,Yes,Yes,Yes,Yes,Yes,1 - Strongly oppose,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,1 - Strongly oppose,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","90
|
|
100","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","90
|
|
100",3,3,3,4,Very accurate (7),4,3,3,Very inaccurate (1),4,4,5,Very inaccurate (1),3,3,3,2,Very inaccurate (1),5,3,Very inaccurate (1),4,3,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Neither agree nor disagree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,Diploma / other professional certificate,3,4,Strongly agree (7),0,52,NA,Coffee
455,1323,English,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:57:13Z,2022-11-28T09:14:36Z,100,1043,TRUE,2022-11-28T09:14:36Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,"Keeping as much of my money as possible but also being fair to the other participants and not being malicious to them unless they were first to me, i.e by taking a part of my share.",86,100,100,2,0,82,0,0,0,18,100,Yes,NA,2022-12-05T11:06:00Z,2022-12-05T11:14:00Z,100,485,TRUE,2022-12-05T11:14:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,3,Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),4,6,Very inaccurate (1),4,Very inaccurate (1),2,Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),3,4,6,Very inaccurate (1),5,4,Strongly disagree,1 - Not at all religious,Somewhat agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Strongly disagree,Completed university,6,Strongly disagree (1),Strongly agree (7),50,52,NA,Porridge and tea
456,1017,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:58:20Z,2022-11-28T09:14:37Z,100,976,TRUE,2022-11-28T09:14:37Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,"I wanted to have the most money either way, so that was generally not paying out after the decision had already been made. Also, I did not see any reason to punish the other player, as they are just trying to get the most bonus too!",8,8,13,36,8,7,0,0,96,100,4,Yes,NA,2022-12-05T09:13:00Z,2022-12-05T09:21:00Z,100,493,TRUE,2022-12-05T09:21:00Z,Yes,Yes,Yes,Yes,Yes,Yes,3 - Slightly oppose,3 - Slightly oppose,7 - Strongly favour,6 - Somewhat favour,3 - Slightly oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","81
|
|
69","87
|
|
81","85
|
|
75","98
|
|
93","88
|
|
78","94
|
|
89","89
|
|
81","94
|
|
91","81
|
|
69","100
|
|
90","93
|
|
88",2,5,3,2,3,2,5,2,3,6,2,4,5,5,6,2,5,Very inaccurate (1),6,2,3,3,Very inaccurate (1),2,Strongly disagree,1 - Not at all religious,Very strongly disagree,Somewhat agree,Very strongly disagree,Very strongly agree,Slightly disagree,Strongly agree,Completed university,5,2,5,12,52,NA,Granola
457,1374,English,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,2022-11-28T08:59:12Z,2022-11-28T09:14:37Z,100,925,TRUE,2022-11-28T09:14:37Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,"I think maybe fairness, so I didnt want either myself or the other player to have hugely different amounts of money.",34,0,61,73,0,59,0,0,9,0,0,Yes,NA,2022-12-05T09:16:00Z,2022-12-05T09:23:00Z,100,391,TRUE,2022-12-05T09:23:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"81
|
|
87","68
|
|
58","75
|
|
75","89
|
|
76","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","81
|
|
69","93
|
|
93","93
|
|
88",5,Very accurate (7),Very accurate (7),Very inaccurate (1),4,Very inaccurate (1),2,Very inaccurate (1),4,6,Very inaccurate (1),4,3,6,6,Very inaccurate (1),6,2,2,Very inaccurate (1),6,Very inaccurate (1),6,5,NA,NA,Somewhat agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Slightly disagree,Completed university,6,2,Strongly agree (7),29,52,NA,Frosties
458,116,English,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,2022-11-28T09:06:44Z,2022-11-28T09:14:42Z,100,478,TRUE,2022-11-28T09:14:43Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,"If I ended up with more money than the other play, I did not see the point in taking away their money as well as losing some of mine",18,67,78,50,59,27,0,0,33,22,0,Yes,NA,2022-12-05T10:47:00Z,2022-12-05T10:52:00Z,100,331,TRUE,2022-12-05T10:52:00Z,Yes,Yes,Yes,Yes,Yes,Yes,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","91
|
|
72","85
|
|
75","100
|
|
90","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","93
|
|
88",5,Very accurate (7),2,2,6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),4,6,Very inaccurate (1),Very inaccurate (1),Very accurate (7),5,5,3,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,6,4,Slightly disagree,2,Strongly agree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Strongly agree,High School,7,Strongly disagree (1),Strongly agree (7),24,52,NA,pain au chocolat
459,318,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T09:02:04Z,2022-11-28T09:14:44Z,100,760,TRUE,2022-11-28T09:14:45Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.80, Player 2 would have £0.00","I would have £0.70, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.70, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.80, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £1.30, Player 1 would have £0.50, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,leaving the other players with no money,2,51,61,5,15,0,4,6,22,7,4,Yes,NA,2022-12-05T09:20:00Z,2022-12-05T09:26:00Z,100,344,TRUE,2022-12-05T09:26:00Z,Yes,Yes,Yes,Yes,Yes,Yes,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,3 - Slightly oppose,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,4,5,4,4,2,4,2,2,5,2,4,5,4,5,4,2,2,5,2,5,2,2,4,Somewhat disagree,1 - Not at all religious,Slightly disagree,Somewhat agree,Very strongly disagree,Strongly agree,Somewhat disagree,Slightly agree,Diploma / other professional certificate,3,2,3,51,52,NA,cornflakes with milk
460,149,"English, German",20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,2022-11-28T08:53:39Z,2022-11-28T09:14:45Z,100,1265,TRUE,2022-11-28T09:14:45Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,"It would be mean to take their money away from them even if they had done it to me, so why would I lose money just so that they would lose more.",0,0,1,57,0,53,0,0,2,1,0,NA,NA,2022-12-09T10:53:00Z,2022-12-09T11:02:00Z,100,514,TRUE,2022-12-09T11:02:00Z,Yes,Yes,Yes,Yes,Yes,Yes,4 - Neutral,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","75
|
|
85","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","85
|
|
95","95
|
|
75",2,4,5,6,5,2,6,2,2,5,4,5,2,4,5,5,Very inaccurate (1),6,6,5,2,Very inaccurate (1),Very inaccurate (1),4,Somewhat disagree,2,Somewhat agree,Very strongly disagree,Very strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,High School,3,5,6,37,52,NA,Toast
461,1642,English,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,2022-11-28T08:59:45Z,2022-11-28T09:14:46Z,100,900,TRUE,2022-11-28T09:14:46Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,I would not choose to punish others either to benefit myself or to get revenge,0,0,0,0,0,0,0,0,100,0,0,Yes,NA,2022-12-07T08:21:00Z,2022-12-07T08:32:00Z,100,666,TRUE,2022-12-07T08:32:00Z,Yes,Yes,Yes,Yes,Yes,Yes,5 - Slightly favour,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","88
|
|
93","75
|
|
75","93
|
|
93","91
|
|
94",3,6,6,2,5,4,6,3,4,Very accurate (7),2,4,3,6,Very accurate (7),3,6,4,5,5,2,Very inaccurate (1),Very inaccurate (1),6,Neutral,1 - Not at all religious,Very strongly disagree,Slightly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Completed university,6,Strongly disagree (1),4,100,52,NA,Coffee
462,1131,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2022-11-28T09:02:22Z,2022-11-28T09:14:47Z,100,744,TRUE,2022-11-28T09:14:47Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.50, Player 2 would have £0.00","I would have £0.80, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.50",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.70, Player 2 would have £0.40","I would have £0.80, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £1.30, Player 1 would have £0.50, Player 2 would have £0.60",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,No - I do not want to take £0.20 of Player 1's bonus,"I thought at first just add the money up , but as you dont gain i just swopped between the two",78,63,74,39,36,77,78,43,55,48,55,No,NA,2022-12-05T08:50:00Z,2022-12-05T08:56:00Z,100,382,TRUE,2022-12-05T08:56:00Z,Yes,Yes,Yes,Yes,Yes,Yes,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,6 - Somewhat favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","96
|
|
69",4,6,6,Very inaccurate (1),6,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),5,6,4,Very accurate (7),Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),Strongly disagree,2,Very strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Very strongly disagree,Very strongly agree,High School,5,5,6,49,52,NA,Cereals
463,88,English,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2022-11-28T08:56:11Z,2022-11-28T09:14:49Z,100,1118,TRUE,2022-11-28T09:14:50Z,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I would have £0.40, Player 2 would have £0.00",NA,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",NA,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,NA,Yes - I want to take £0.20 of Player 1's bonus,If the player took from me in the first instance I took from them.  I didn't take from the other player when the computer decided because that wasn't the other players decision.,100,0,0,45,100,100,6,0,0,0,100,Yes,NA,2022-12-05T11:51:00Z,2022-12-05T12:02:00Z,100,652,TRUE,2022-12-05T12:02:00Z,Yes,Yes,Yes,Yes,Yes,Yes,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,5 - Slightly favour,4 - Neutral,4 - Neutral,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),6,2,5,Very inaccurate (1),Very inaccurate (1),4,6,6,6,3,Very inaccurate (1),5,5,3,Very accurate (7),2,Very inaccurate (1),Very accurate (7),5,Very accurate (7),2,3,Very inaccurate (1),Strongly disagree,2,Neither agree nor disagree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Slightly agree,Diploma / other professional certificate,6,Strongly disagree (1),3,32,52,NA,Nothing
